File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\HP\Documents\Visual Studio 2015\Projects\Dot7\sql\script.sql,918,918,0,0,0,0,0,0,0,0
